{0000}	                     INN[6]
{1159}	What a nice “Shiny Stone”.[1]I'll trade you my “Carbo Cookie”![2]  [7]  (Okay)[1]  [7]  (No thanks)[0]
{1160}	 Gracious, what a deal![1] Well here you go.[0]
{1161}	     Received a “Carbo Cookie”[0]
{1162}	 Hey Mister![1] Didja ride on my Pa's trolley?[1] He says I'm too young to ride it.[0]
{1163}	 You can't get inside Booster's[1] Tower very easily. You'll need[1] a REALLY strong person for that.[0]
{1164}	MA'MOLE: Seen our roof yet?[2] Pa fixed it up and now he's back[1] to work at the mountain.[2] He's singin' “Moleville Blues[37]”[1] and putting in a hard day's work.[0]
{1165}	MA'MOLE: Seen our roof yet?[2] Pa fixed it up and now he's back[1] to work at the mountain.[2] He's singin' “Moleville Blues[37]”[1] and putting in a hard day's work.[0]
{1166}	SNIFIT 1: Come back Mr. Beetle![1] Don't you want to come to[1] Booster's and play?[3]SNIFIT 2: Yeah, don't run away![1] We just want to play![1] We'll take good care of you...[3]SNIFIT 3: Uh...like...[1] what they said, okay, Mr. Beetle?[0]
{1167}	SNIFIT 1:[1] Don't you DARE touch that beetle![1] It's a present for Booster.[3]SNIFIT 2: That's right![1] Just hand it over, nice and easy.[3]SNIFIT 3: Uh...[1] Yeah...like they said...[1] Or we won't be your friend.[0]
{1168}	SNIFIT 1: Booster really, really,[1] REALLY likes beetles![1] But he can't catch his own.[3]SNIFIT 2: That's right, he's busy[1] keeping the princess from the sky[1] entertained.[3]SNIFIT 3: So we're catching[1] beetles for him.[0]
{1169}	SNIFIT 1: So hand it over![3]SNIFIT 2: That's right![3]SNIFIT 3: Uh...[1] [12][43][12][43][12][43]Pretty please?[0]
{1170}	SNIFIT 1: Oh no![1] It's getting away![3]SNIFIT 2: Quick, catch it![3]SNIFIT 3: CATCH IT![0]
{1171}	 Now, who would have thought a[1] girl could fall out of the sky?[1] Maybe it's Princess Toadstool?![2] Nah...[0]
{1172}	PA'MOLE: Mario, you're our only[1] hope for those kids.[1] We're countin' on ya.[0]
{1173}	 How about a trolley ride?[2]  [7]  (Pay 10 coins to ride)[1]  [7]  (Wager 30 coins and ride)[1]  [7]  (Don't ride the trolley)[0]
{1174}	 Ma and Pa say little ones aren't[1] allowed on the trolley.[1] I can't wait to get older![0]
{1175}	[1]  Bring your unwanted items here![3]  We'll exchange your Mushrooms[1]       and Syrups for points.[2]        For every 100 points[1]    you'll get an item in return![3]           You can choose[1]     one of the following gifts[1]       to take away with you.[3]  1)A “Fright Bomb” which allows[1]     you to make one enemy quiver[1]     in fright.[3]  2)A “Fire Bomb” for a fire[1]     attack against all enemies.[3]  3)An “Ice Bomb” for an ice[1]     attack against all enemies.[3]   They're all quite rare and hard[1]               to come by.[0]
{1176}	        Received a Frog Coin![0]
{1177}	   Found a “[26]”![6]
{1178}	TOADSTOOL: Please, let me go![1] Won't you...please?[1] Pretty please?[0]
{1179}	BOOSTER: Eh?[2]  Hey, where's my bride-to-be?[2][6]
{1180}	  I wanna play hide and seek, too![3]TOADSTOOL: Yuck, I don't want to[1] play ANYTHING with you![3]BOOSTER: What a poor sport![1]  Well, we really should hurry along.[2]  A yummy cake is waiting for us[1]  after we climb this hill![2]  Let's GO![3]TOADSTOOL: NO![1] I don't want to marry you.[1] Please let me go![0]
{1181}	TOADSTOOL: Help! Mario![1] Please help meeeeeee![3]BOOSTER: Uh oh! It's Mario![2]  We didn't plan on this.[0]
{1182}	BOOSTER: Mario, you aren't[1]  invited to our wedding![2]  Besides, we still have to have[1]  the rehearsal![3]  I'll be happy to race you to the [1]  wedding hall, but [43][12][43][12][43][12][2]  you'd better not get in my way.[3]  Ready?[0]
{1183}	[4] You can only move left or right,[1] and jump. You can't go forward[1] or backward.[5][6]
{1184}	[4] Touch the Snifits or any of the[1] barrels and you'll fall back.[5][6]
{1185}	[4] Jump on the barrels or the Snifits[1] to sprint forward.[5][6]
{1186}	[4] Reach out and touch Toadstool,[1] and you'll win “Flowers”![5][6]
{1187}	[4][1]         Ready, get set, go![0]
{1188}	[1] This is the “Booster Hill” track.[3] Need some advice?[1]  [7]  (Yes)[1]  [7]  (No)[0]
{1189}	          Scored [28][0] “Flower”s[0]
{1190}	          Caught [28][0] “Beetle”s[0]
{1191}	 Ready for the “Beetle Race”?[3] Do you need instructions?[1]  [7]  (Yes)[1]  [7]  (No)[0]
{1192}	[4] Use Booster, the Snifits, or the[1] barrels to move ahead and catch[1] “Beetles”.[5][6]
{1193}	      Didn't get any “Flowers”.[0]
{1194}	      Didn't get any “Beetles”.[0]
{1195}	                 [28][0] female [6]
{1196}	[1]                 [28][0] male [6]
{1197}	[1]                 [28][0] gold [0]
{1198}	 Gasp, gasp![2] Phew, what a workout.[0]
{1199}	 Um[43][43][43]Mario?[2] This is “Booster Hill”, where there[1] isn't much besides barrels.[3] So, please follow me to the exit.[2]  [7]  (Go with him)[1]  [7]  (Don't go with him)[0]
{1200}	 Follow me, it's right this way.[0]
{1201}	 Okay, whatever![0]
{1202}	 There are no more flowers left.[1] Let's leave now.[2]  [7]  (Okay)[1]  [7]  (No)[0]
{1203}	 There's nothing left to win here.[1] Let's go now.[2]  [7]  (All right)[1]  [7]  (No)[0]
{1204}	 Uh...Mario?[1] There are no more Beetles left.[3] Take your “Beetle Box” to the store[1] in Seaside.[3] I'll guide you out now.[2]  [7]  (Okay)[1]  [7]  (No)[0]
{1205}	 Hey Mario![1] You didn't catch any beetles.[1] Would you like to try again?[2]  [7]  (Yes)[1]  [7]  (No)[0]
{1206}	 Well, I'll show you out then.[0]
{1207}	 You know what, Mario?[2] You've got to rent a “Beetle Box”[1] from the store in Seaside, or you[1] won't be able to catch them.[3] I'll show you the way out, so just[1] follow me, all right?[2]  [7]  (Okay)[1]  [7]  (No)[0]
{1208}	[4] By the way, do you have any items[1] to get rid of?[3][6]
{1209}	 If you have extra items, we'll take[1] them for you.[3][6]
{1210}	 We ain't no store or nothing, so[1] you won't get any money for them,[1] but we'll give you points.[3] For every 100 points, you'll get[1] a gift.[3] Look at the sign to see the items[1] we offer.[3][6]
{1211}	 You have [28][0] points now.[1][6]
{1212}	 Would you like to trade in an item?[2]  [7]  (Yes)[1]  [7]  (No)[0]
{1213}	 Choose an item with the Control[1] Pad and enter with “A”.[1] Use “B” to cancel.[0]
{1214}	 Don't want your “[26]”?[1] How many of them do you want to[1] trade in?[5][6]
{1215}	 All right, I took [28][0] of your[1] “[26]”s.[3][6]
{1216}	 Let's see.[6]
{1217}	 If we total that up, you've got[1] [28][0] points![3] You have more than 100 points,[1] so go ahead and choose an item.[3]  [7]  (Fright Bomb)[1]  [7]  (Fire Bomb)[1]  [7]  (Ice Bomb)[0]
{1218}	[4] Use the Control Pad to choose how[1] many. Confirm with “A”, or use[1] “B” to cancel.[5][6]
{1219}	      Received “[26]”[0]
{1220}	 Come on back when you get[1] spare items![0]
{1221}	 You're looking for a star?[1] Didn't you find one in the treasure[1] box, next to the trampoline?[0]
{1222}	 I have a star to sell, but you[1] don't have enough coins.[0]
{1223}	 You're looking for a star?[1] I'll sell one for 400 coins.[1] Are you interested?[2]  [7] (Yes)[1]  [7] (No)[0]
{1224}	 You want a better star?[2]  [7] (Yes)[1]  [7] (No)[0]
{1225}	 Suit yourself.[1] See ya![0]
{1226}	 Come back later.[1] I'll find it by then.[0]
{1227}	 I found an incredible star.[1] I'll sell it for 800 coins.[2]  [7] (Buy it)[1]  [7] (Pass)[0]
{1228}	 For 100 coins, this short cut will[1] get you back to the surface.[2]  [7] (Okay)[1]  [7] (No thanks)[0]
{1229}	 This trampoline will get you to the[1] surface. I'll let you use it for[1] 100 coins.[0]
{1230}	 Mmm, I'm so hungry![1] Wish I had something to eat![0]
{1231}	 Hmm, you look so tasty.[1] I think I'll just have a snack![0]
{1232}	 That bucket's my seat, so don't[1] take it, okay?[0]
{1233}	 That pipe is a shortcut to my home,[1] Monstro Town.[2] I'll see you there.[0]
{1234}	 Isn't this incredible?[2] It really does look like the edge of[1] the world, doesn't it?[3] It's too spooky for me![1] I'm heading back to Monstro Town.[2] See ya![0]
{1235}	 Give me the key, and I'll let you[1] pass through.[0]
{1236}	 That key you have there looks[1] pretty tasty.[2]  [7] (Give him the key)[1]  [7] (Keep the key)[0]
{1237}	 Eww, a mouthful of rust.[1] Thanks anyway.[0]
{1238}	 Sorry, I'm not accepting visitors[1] past my bedtime.[0]
{1239}	 I'll tell your fortune for 50 coins.[0]
{1240}	 Do you want your fortune told?[1] It'll cost 50 coins.[2]  [7] (Yes)[1]  [7] (No)[0]
{1241}	 See the three faces on the wall?[1] Hit them in any order and you'll[1] receive your fortune.[0]
{1242}	    Yikes, looks like you'll have[1]       hardships ahead of you.[0]
{1243}	 Looks like you'll have a great meal[1]        sometime in the future.[0]
{1244}	  Some tasty snacks are awaiting[1]           you in the future.[0]
{1245}	   You'll have many friends in the[1]                 future.[0]
{1246}	 You'll have plenty of good things[1]          to look forward to.[0]
{1247}	     You'll find some rare items.[0]
{1248}	      You'll pick up great items.[0]
{1249}	   If you proceed through the pipe[1]              next door...[1][6]
{1250}	 Have you seen the huge hole in the[1] cliff at Booster Pass?[1] Strange, huh?[0]
{1251}	 Giving up?[1] Wanna give it another shot?[2]  [7] (Yes)[1]  [7] (No)[0]
{1252}	 Giving up?[1] Wanna give it another shot?[2]  [7] (Yes)[1]  [7] (No)[0]
{1253}	 I heard you're on a quest for the[1] stars that have been raining down.[1] Good luck to ya![0]
{1254}	 Heard the fireworks guy's working[1] on a new masterpiece.[2] Why don't you buy a few from him[1] and cheer him on?[0]
{1255}	SERGEANT FLUTTER: Ten-hut![1] All troops in positions![3] Mario, your mission is to scale the[1] cliff, by jumping shell to shell.[0]
{1256}	SERGEANT FLUTTER: Ten-hut![1] All troops in positions![3] Mario, your mission is to scale the[1] cliff, by jumping shell to shell.[0]
{1257}	SERGEANT FLUTTER: Ten-hut![1] All troops in positions![3] Mario, your mission is to scale the[1] cliff, by jumping shell to shell.[0]
{1258}	SERGEANT FLUTTER: Ten-hut![1] All troops in positions![3] Mario, your mission is to scale the[1] cliff, by jumping shell to shell.[0]
{1259}	SERGEANT FLUTTER: Ten-hut![1] All troops in positions![3] Mario, your mission is to scale the[1] cliff, by jumping shell to shell.[0]
{1260}	SERGEANT FLUTTER: Ten-hut![1] All troops in positions![3] Mario, your mission is to scale the[1] cliff, by jumping shell to shell.[0]
{1261}	SERGEANT FLUTTER: Ten-hut![1] All troops in positions![3] Mario, your mission is to scale the[1] cliff, by jumping shell to shell.[0]
{1262}	SERGEANT FLUTTER: Don't give up![1] Sure and steady does it.[1] Now try it again.[0]
{1263}	SERGEANT FLUTTER: [1] Mission accomplished![1] Elapsed time is [28][2].[2][6]
{1264}	 Not bad for a civilian![0]
{1265}	 That's quite good.[2][6]
{1266}	 Distinguishing work, soldier![3][6]
{1267}	 Very commendable![1] That's quite a time you set.[3] You'd be a great Sky Troopa,[1] if only you had wings and a shell.[3][6]
{1268}	 Here's the next best thing![1] A Troopa Pin![0]
{1269}	 Here's a little something from me.[0]
{1270}	 Keep up the great work![0]
{1271}	 Keep working on it.[0]
{1272}	 Where are you heading?[2] Is it Monstro Town by any chance?[2]  [7] (Yes)[1]  [7] (Nope)[0]
{1273}	 Oh, I thought you were lost or[1] something.[2] Never mind, I'll see you around.[0]
{1274}	 Ok, listen up.[1] Look for the whirl where the ant[1] pops up and proceed after it.[3] Keep following it and you'll find[1] your way underground.[3] Once there, Monstro Town's just[1] around the corner.[1] I'll see you there.[0]
{1275}	 What did you do that for?[3] You won't get any coins from[1] jumping on me. It's Wiggler or[1] Shogun you ought to look for.[0]
{1276}	 I've been all around the world.[3] But the strangest person I met,[1] is this old geezer in Rose Town.[3] He really is weird, but definitely[1] worth meeting.[0]
{1277}	 This is a dead end, so it's best[1] to turn back now.[0]
{1278}	CROCO: Hey Mario, did ya remember[1] to use the save point?[3] There's plenty of danger up ahead[1] so it's best to save now![0]
{1279}	CROCO: You need anything?[2] I've got some items to sell.[0]
{1280}	CROCO: You still hanging around?[1] Oh, you want more items, huh?[1] Since I'm in a good mood...[0]
{1281}	CROCO: See ya![6]
{1282}	CROCO: Just remember...[3] I can't always be coming to your[1] rescue, you know.[3] If there's anything more you need,[1] best to buy it now.[0]
{1283}	 Ahhh![1] Haven't been here in a while.[1] I've been busy traveling around.[3][6]
{1284}	 Ahhh![1] Haven't been here in a while.[1] I've been busy traveling around.[3][6]
{1285}	 Oh! Hello again.[3][6]
{1286}	 Come back with more coins and buy[1] my inventions, all right?[0]
{1287}	 Come back with more coins and buy[1] my inventions, all right?[0]
{1288}	 You like fireworks?[1] I'm working on my very own[1] invention right now.[3] I've only got the sparklers down,[1] but I ain't giving up![3][6]
{1289}	 Wanna buy one for 500 coins?[2]  [7] (Okay)[1]  [7] (No thanks)[0]
{1290}	 Thanks.[1] Ya just wait for my masterpiece![3][6]
{1291}	 Thanks![1] I'm gonna make a name for myself[1] with these fireworks.[3][6]
{1292}	 Thanks for the purchase![1] The fireworks I'm making now[1] won't disappoint you.[0]
{1293}	 Aw, that's too bad![1] Come back with more coins.[0]
{1294}	[1]            Got “Fireworks”[0]
{1295}	 You'll trade your “Fireworks”?[1]  [7] (Yes)[1]  [7] (No)[0]
{1296}	 If ya bring me a “Fireworks”, then[1] I'll give you a “Shiny Stone”.[0]
{1297}	 Sorry I ran out of “Fireworks”.[1] Come back later, okay?[0]
{1298}	 The yellow tile will get you to the[1] next room. Your fortune determines[1] which room you'll arrive at.[2] If you're lucky, you'll run into[1] Belome and Monstro Town will be[1] just beyond him.[0]
{1299}	 Wanna challenge it?[2]  [7] (Sure)[1]  [7] (No)[0]
{1300}	 Wanna challenge it?[2]  [7] (Sure)[1]  [7] (No)[0]
{1301}	 Aw, you're chicken! [0]
{1302}	 Need an explanation?[2]  [7] (Yes)[1]  [7] (No)[0]
{1303}	 You can cross the “Sky Bridge” in[1] one of 3 ways. However, if you[1] fall at any time, you'll lose.[3] On the Normal course, you'll make[1] it across just by jumping.[2] You'll get 5 coins for that.[3] On the Special course, the blocks[1] will fall if your time runs out.[2] You'll get 8 coins there.[3] On the Expert course, the blocks[1] will fall AND the jumps are harder.[2] You'll get a Frog Coin there.[3] On all the courses, you'll have to[1] jump and avoid the bullet guys.[3][6]
{1304}	 Which course do you want?[2]  [7] (Normal)[1]  [7] (Special)[1]  [7] (Expert)[0]
{1305}	 Okay, I'll need 5 coins from you.[3][6]
{1306}	 Don't have enough coins?[1] Then you can't take the challenge![0]
{1307}	 Yahoo![1] You wanna double your winnings?[3] Get double the coins if you make it[1] across on the same course in one[1] attempt![3] Be warned, the course is harder,[1] and if you fall, you won't get[1] any coins.[3] Still want to try?[1]  [7] (Yes)[1]  [7] (No)[0]
{1308}	 That was great![1][6]
{1309}	 Here you go, as promised.[0]
{1310}	 [1]      Received [28][0] Frog Coin(s)![0]
{1311}	[1]           Received [28][0] coins[0]
{1312}	 Welcome to the “Sky Bridge”![1] It's a big tourist attraction here.[1] Yaaahoo![0]
{1313}	 Going up?[1] I'll give you a boost.[1] Just jump on top of me.[0]
{1314}	 Yahoo![1] Good luck to ya![0]
{1315}	 Sorry we're closed for today.[1] Please take your coins with you.[0]
{1316}	       Got “ [28][0] ” tries[6]
{1317}	     Got “ [28][0] ” chances[6]
{1318}	 Only got “ [28][0] ” chances left[6]
{1319}	      This is your last chance![6]
{1320}	       2 points[6]
{1321}	       2 points[6]
{1322}	       2 points[6]
{1323}	       2 points[6]
{1324}	       2 points[6]
{1325}	       2 points[6]
{1326}	       2 points[6]
{1327}	       2 points[6]
{1328}	       2 points[6]
{1329}	 10 points[6]
{1330}	 30 points[6]
{1331}	    4 points[6]
{1332}	    12 points[6]
{1333}	    30 points[6]
{1334}	     2 points[6]
{1335}	      2 points[6]
{1336}	          15 points[6]
{1337}	      20 points[6]
{1338}	     40 points[6]
{1339}	   50 points[6]
{1340}	  40 points[6]
{1341}	[6]
{1342}	    25 points[6]
{1343}	     9 points[6]
{1344}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1345}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1346}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1347}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1348}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1349}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1350}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1351}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1352}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1353}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1354}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1355}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1356}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1357}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1358}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1359}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1360}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1361}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1362}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1363}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1364}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1365}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1366}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1367}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1368}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1369}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1370}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1371}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1372}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1373}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1374}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1375}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1376}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1377}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1378}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1379}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1380}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1381}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1382}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1383}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1384}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1385}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1386}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1387}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1388}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1389}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1390}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1391}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1392}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1393}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1394}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1395}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1396}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1397}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1398}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1399}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1400}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1401}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1402}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1403}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1404}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1405}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1406}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1407}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1408}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1409}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1410}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1411}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1412}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1413}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1414}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1415}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1416}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1417}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1418}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1419}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1420}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1421}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1422}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1423}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1424}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1425}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1426}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1427}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1428}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1429}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1430}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1431}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1432}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1433}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1434}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1435}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1436}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1437}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1438}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1439}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1440}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1441}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1442}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1443}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1444}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1445}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1446}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1447}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1448}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1449}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1450}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1451}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1452}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1453}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1454}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1455}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1456}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1457}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1458}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1459}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1460}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1461}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1462}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1463}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1464}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1465}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1466}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1467}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1468}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1469}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1470}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1471}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1472}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1473}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1474}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
{1475}	 [7]  Next Page[1] [7]  Treasure Seeker[1] [7]  999 Coins[0]
